transaction_id,user_id,newid,diary_newid,survey_source,payee,amount,date,day_of_week,category,family_size,has_children
md_03173,moneydata_user,MONEYDATA,,moneydata,TRAINAWAY APS,8.37,2019-03-06,Wednesday,Travel,,
md_03174,moneydata_user,MONEYDATA,,moneydata,TFW RAIL SERVICES,50.4,2019-03-06,Wednesday,Travel,,
md_03175,moneydata_user,MONEYDATA,,moneydata,MINIPRECO LOIOS 2,20.65,2019-03-06,Wednesday,Groceries,,
md_03176,moneydata_user,MONEYDATA,,moneydata,M&S SIMPLY FOOD-SS,7.65,2019-03-06,Wednesday,Groceries,,
md_03177,moneydata_user,MONEYDATA,,moneydata,WWW.III.CO.UK DE,1000.0,2019-03-06,Wednesday,Savings,,
md_03178,moneydata_user,MONEYDATA,,moneydata,SAINSBURY'S S/MKT,19.8,2019-03-06,Wednesday,Groceries,,
md_03179,moneydata_user,MONEYDATA,,moneydata,PRINCIPALITY BS,957.26,2019-03-06,Wednesday,Rent / Mortgage,,
md_03180,moneydata_user,MONEYDATA,,moneydata,CC SWANSEA C.TAX,147.0,2019-03-06,Wednesday,Utilities,,
md_03181,moneydata_user,MONEYDATA,,moneydata,GOOD ENERGY LTD,50.0,2019-03-06,Wednesday,Utilities,,
md_03182,moneydata_user,MONEYDATA,,moneydata,DWR CYMRU W WATER,32.5,2019-03-06,Wednesday,Utilities,,
md_03183,moneydata_user,MONEYDATA,,moneydata,ZURICH,20.69,2019-03-06,Wednesday,Insurance,,
md_03184,moneydata_user,MONEYDATA,,moneydata,ESAVINGS ACCOUNT,300.0,2019-03-06,Wednesday,Savings,,
md_03185,moneydata_user,MONEYDATA,,moneydata,WWW.III.CO.UK DE,200.0,2019-05-31,Friday,Savings,,
md_03186,moneydata_user,MONEYDATA,,moneydata,UCU B ACCOUNT,24.26,2019-05-31,Friday,Other,,
md_03187,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,60.0,2019-05-30,Thursday,Other,,
md_03188,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.23,2019-05-30,Thursday,Savings,,
md_03189,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,1.77,2019-05-29,Wednesday,Household Supplies,,
md_03190,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,40.0,2019-05-29,Wednesday,Other,,
md_03191,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.27,2019-05-29,Wednesday,Savings,,
md_03192,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,12.49,2019-05-28,Tuesday,Household Supplies,,
md_03193,moneydata_user,MONEYDATA,,moneydata,SWANSEA FOOD CENTR,7.46,2019-05-28,Tuesday,Dining Out,,
md_03194,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE AMAZO,3.33,2019-05-28,Tuesday,Household Supplies,,
md_03195,moneydata_user,MONEYDATA,,moneydata,AMZN MKTP UK*MN36N,5.99,2019-05-28,Tuesday,Household Supplies,,
md_03196,moneydata_user,MONEYDATA,,moneydata,WWW.III.CO.UK DE,5000.0,2019-05-28,Tuesday,Savings,,
md_03197,moneydata_user,MONEYDATA,,moneydata,POST OFFICE COUNTE,27.62,2019-05-28,Tuesday,Other,,
md_03198,moneydata_user,MONEYDATA,,moneydata,BRONTOSAURUS VEGAN,16.95,2019-05-28,Tuesday,Dining Out,,
md_03199,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,8.9,2019-05-28,Tuesday,Clothing,,
md_03200,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*MN9V3,12.99,2019-05-28,Tuesday,Household Supplies,,
md_03201,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.01,2019-05-28,Tuesday,Savings,,
md_03202,moneydata_user,MONEYDATA,,moneydata,LNK M&S SWANSEA,50.0,2019-05-28,Tuesday,Other,,
md_03203,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,50.0,2019-05-24,Friday,Other,,
md_03204,moneydata_user,MONEYDATA,,moneydata,TESCO STORES 4628,5.0,2019-05-24,Friday,Groceries,,
md_03205,moneydata_user,MONEYDATA,,moneydata,AUDIBLE.CO.UK,7.99,2019-05-24,Friday,Entertainment,,
md_03206,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.48,2019-05-24,Friday,Savings,,
md_03207,moneydata_user,MONEYDATA,,moneydata,NON-GBP PURCH FEE,0.5,2019-05-23,Thursday,Other,,
md_03208,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,15.82,2019-05-23,Thursday,Other,,
md_03209,moneydata_user,MONEYDATA,,moneydata,2160701-KEGHB,529.11,2019-05-23,Thursday,Other,,
md_03210,moneydata_user,MONEYDATA,,moneydata,AMZN MKTP UK*MN1H1,18.41,2019-05-23,Thursday,Household Supplies,,
md_03211,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,50.0,2019-05-22,Wednesday,Other,,
md_03212,moneydata_user,MONEYDATA,,moneydata,CORGI HOMEPLAN,14.75,2019-05-22,Wednesday,Home Improvement,,
md_03213,moneydata_user,MONEYDATA,,moneydata,VIRGIN MEDIA PYMTS,29.0,2019-05-21,Tuesday,Utilities,,
md_03214,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.5,2019-05-21,Tuesday,Savings,,
md_03215,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*MN9ZF,16.33,2019-05-20,Monday,Household Supplies,,
md_03216,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*MN6LS,9.79,2019-05-20,Monday,Household Supplies,,
md_03217,moneydata_user,MONEYDATA,,moneydata,BRONTOSAURUS VEGAN,29.18,2019-05-20,Monday,Dining Out,,
md_03218,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,4.7,2019-05-20,Monday,Clothing,,
md_03219,moneydata_user,MONEYDATA,,moneydata,SWANSEA UNI - CATE,13.5,2019-05-20,Monday,Dining Out,,
md_03220,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,60.0,2019-05-20,Monday,Other,,
md_03221,moneydata_user,MONEYDATA,,moneydata,LNK SWANSEA CITY C,50.0,2019-05-20,Monday,Other,,
md_03222,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,60.0,2019-05-17,Friday,Other,,
md_03223,moneydata_user,MONEYDATA,,moneydata,O2,27.14,2019-05-16,Thursday,Clothing,,
md_03224,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.49,2019-05-16,Thursday,Savings,,
md_03225,moneydata_user,MONEYDATA,,moneydata,NON-GBP PURCH FEE,0.5,2019-05-15,Wednesday,Other,,
md_03226,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,0.31,2019-05-15,Wednesday,Other,,
md_03227,moneydata_user,MONEYDATA,,moneydata,HMSHOST AMSTERDAM,10.51,2019-05-15,Wednesday,Dining Out,,
md_03228,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.27,2019-05-15,Wednesday,Savings,,
md_03229,moneydata_user,MONEYDATA,,moneydata,SAINSBURY'S S/MKT,9.9,2019-05-14,Tuesday,Groceries,,
md_03230,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE AMAZO,2.32,2019-05-14,Tuesday,Household Supplies,,
md_03231,moneydata_user,MONEYDATA,,moneydata,DOUBLETREE BY HILT,105.0,2019-05-14,Tuesday,Travel,,
md_03232,moneydata_user,MONEYDATA,,moneydata,LNK FABIAN WAY,50.0,2019-05-14,Tuesday,Other,,
md_03233,moneydata_user,MONEYDATA,,moneydata,NON-GBP PURCH FEE,0.5,2019-05-14,Tuesday,Other,,
md_03234,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,0.28,2019-05-14,Tuesday,Other,,
md_03235,moneydata_user,MONEYDATA,,moneydata,BAR BIGO,9.51,2019-05-14,Tuesday,Dining Out,,
md_03236,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.37,2019-05-14,Tuesday,Savings,,
md_03237,moneydata_user,MONEYDATA,,moneydata,NH GENOVA CENTRO,740.63,2019-05-13,Monday,Travel,,
md_03238,moneydata_user,MONEYDATA,,moneydata,NON-GBP CASH FEE,1.5,2019-05-13,Monday,Other,,
md_03239,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,2.58,2019-05-13,Monday,Other,,
md_03240,moneydata_user,MONEYDATA,,moneydata,ABN-AMRO,86.45,2019-05-13,Monday,Travel,,
md_03241,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.39,2019-05-13,Monday,Savings,,
md_03242,moneydata_user,MONEYDATA,,moneydata,NON-GBP PURCH FEE,0.5,2019-10-05,Saturday,Other,,
md_03243,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,0.61,2019-10-05,Saturday,Other,,
md_03244,moneydata_user,MONEYDATA,,moneydata,JAPAN RESTAURANT,20.61,2019-10-05,Saturday,Dining Out,,
md_03245,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.69,2019-10-05,Saturday,Savings,,
md_03246,moneydata_user,MONEYDATA,,moneydata,NON-GBP PURCH FEE,0.5,2019-09-05,Thursday,Other,,
md_03247,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,0.76,2019-09-05,Thursday,Other,,
md_03248,moneydata_user,MONEYDATA,,moneydata,CELIO 6309,25.74,2019-09-05,Thursday,Clothing,,
md_03249,moneydata_user,MONEYDATA,,moneydata,NON-GBP PURCH FEE,0.5,2019-09-05,Thursday,Other,,
md_03250,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,0.25,2019-09-05,Thursday,Other,,
md_03251,moneydata_user,MONEYDATA,,moneydata,H & M  5,8.57,2019-09-05,Thursday,Clothing,,
md_03252,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.51,2019-08-05,Monday,Savings,,
md_03253,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*MN59F,6.29,2019-07-05,Friday,Household Supplies,,
md_03254,moneydata_user,MONEYDATA,,moneydata,NON-GBP PURCH FEE,0.5,2019-07-05,Friday,Other,,
md_03255,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,0.84,2019-07-05,Friday,Other,,
md_03256,moneydata_user,MONEYDATA,,moneydata,H & M  5,28.32,2019-07-05,Friday,Clothing,,
md_03257,moneydata_user,MONEYDATA,,moneydata,NON-GBP CASH FEE,1.5,2019-07-05,Friday,Other,,
md_03258,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,5.13,2019-07-05,Friday,Other,,
md_03259,moneydata_user,MONEYDATA,,moneydata,BANCA CARIGE CR GE,171.76,2019-07-05,Friday,Travel,,
md_03260,moneydata_user,MONEYDATA,,moneydata,TFW RAIL SERVICES,50.4,2019-07-05,Friday,Travel,,
md_03261,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE AMAZO,5.48,2019-07-05,Friday,Household Supplies,,
md_03262,moneydata_user,MONEYDATA,,moneydata,THE GYM LTD,14.99,2019-07-05,Friday,Entertainment,,
md_03263,moneydata_user,MONEYDATA,,moneydata,ASSURANT INTER LTD,21.15,2019-03-05,Tuesday,Insurance,,
md_03264,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.25,2019-03-05,Tuesday,Savings,,
md_03265,moneydata_user,MONEYDATA,,moneydata,CLUB LLOYDS FEE,3.0,2019-02-05,Tuesday,Utilities,,
md_03266,moneydata_user,MONEYDATA,,moneydata,LUSH UK,16.95,2019-02-05,Tuesday,Clothing,,
md_03267,moneydata_user,MONEYDATA,,moneydata,SAINSBURYS S/MKTS,16.8,2019-02-05,Tuesday,Groceries,,
md_03268,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,60.0,2019-02-05,Tuesday,Other,,
md_03269,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.05,2019-02-05,Tuesday,Savings,,
md_03270,moneydata_user,MONEYDATA,,moneydata,SAINSBURYS S/MKTS,15.0,2019-01-05,Saturday,Groceries,,
md_03271,moneydata_user,MONEYDATA,,moneydata,TESCO STORES 4628,3.95,2019-01-05,Saturday,Groceries,,
md_03272,moneydata_user,MONEYDATA,,moneydata,LNK SAINSBURYS BAN,50.0,2019-01-05,Saturday,Other,,
md_03273,moneydata_user,MONEYDATA,,moneydata,PRINCIPALITY BS,957.26,2019-01-05,Saturday,Rent / Mortgage,,
md_03274,moneydata_user,MONEYDATA,,moneydata,CC SWANSEA C.TAX,147.0,2019-01-05,Saturday,Utilities,,
md_03275,moneydata_user,MONEYDATA,,moneydata,GOOD ENERGY LTD,97.0,2019-01-05,Saturday,Utilities,,
md_03276,moneydata_user,MONEYDATA,,moneydata,DWR CYMRU W WATER,32.5,2019-01-05,Saturday,Utilities,,
md_03277,moneydata_user,MONEYDATA,,moneydata,ZURICH,20.69,2019-01-05,Saturday,Insurance,,
md_03278,moneydata_user,MONEYDATA,,moneydata,ESAVINGS ACCOUNT,300.0,2019-01-05,Saturday,Savings,,
md_03279,moneydata_user,MONEYDATA,,moneydata,UCU B ACCOUNT,24.26,2019-04-30,Tuesday,Other,,
md_03280,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.18,2019-04-30,Tuesday,Savings,,
md_03281,moneydata_user,MONEYDATA,,moneydata,WWW.III.CO.UK DE,3000.0,2019-04-29,Monday,Savings,,
md_03282,moneydata_user,MONEYDATA,,moneydata,HATHWAY HOUSE ACCO,55.0,2019-04-29,Monday,Travel,,
md_03283,moneydata_user,MONEYDATA,,moneydata,PAYPAL *DISC HEALT,39.95,2019-04-29,Monday,Other,,
md_03284,moneydata_user,MONEYDATA,,moneydata,BRONTOSAURUS VEGAN,18.57,2019-04-29,Monday,Dining Out,,
md_03285,moneydata_user,MONEYDATA,,moneydata,POST OFFICE COUNTE,17.8,2019-04-29,Monday,Other,,
md_03286,moneydata_user,MONEYDATA,,moneydata,THE BODY SHOP INTL,15.0,2019-04-29,Monday,Clothing,,
md_03287,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,8.5,2019-04-29,Monday,Clothing,,
md_03288,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.66,2019-04-29,Monday,Savings,,
md_03289,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,2.34,2019-04-26,Friday,Household Supplies,,
md_03290,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,60.0,2019-04-26,Friday,Other,,
md_03291,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,100.0,2019-04-25,Thursday,Other,,
md_03292,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.01,2019-04-25,Thursday,Savings,,
md_03293,moneydata_user,MONEYDATA,,moneydata,AUDIBLE.CO.UK,7.99,2019-04-24,Wednesday,Entertainment,,
md_03294,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.06,2019-04-24,Wednesday,Savings,,
md_03295,moneydata_user,MONEYDATA,,moneydata,WM MORRISONS STORE,44.91,2019-04-23,Tuesday,Groceries,,
md_03296,moneydata_user,MONEYDATA,,moneydata,BRONTOSAURUS VEGAN,23.62,2019-04-23,Tuesday,Dining Out,,
md_03297,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*MZ3T6,11.81,2019-04-23,Tuesday,Household Supplies,,
md_03298,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,8.8,2019-04-23,Tuesday,Clothing,,
md_03299,moneydata_user,MONEYDATA,,moneydata,COFFEE#1 SWANSEA,3.8,2019-04-23,Tuesday,Dining Out,,
md_03300,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,60.0,2019-04-23,Tuesday,Other,,
md_03301,moneydata_user,MONEYDATA,,moneydata,VIRGIN MEDIA PYMTS,29.0,2019-04-23,Tuesday,Utilities,,
md_03302,moneydata_user,MONEYDATA,,moneydata,CORGI HOMEPLAN,14.75,2019-04-23,Tuesday,Home Improvement,,
md_03303,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,50.0,2019-04-18,Thursday,Other,,
md_03304,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.47,2019-04-18,Thursday,Savings,,
md_03305,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,7.93,2019-04-17,Wednesday,Household Supplies,,
md_03306,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE AMAZO,3.6,2019-04-17,Wednesday,Household Supplies,,
md_03307,moneydata_user,MONEYDATA,,moneydata,LNK FABIAN WAY,150.0,2019-04-16,Tuesday,Other,,
md_03308,moneydata_user,MONEYDATA,,moneydata,O2,18.94,2019-04-16,Tuesday,Clothing,,
md_03309,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.62,2019-04-16,Tuesday,Savings,,
md_03310,moneydata_user,MONEYDATA,,moneydata,SAINSBURY'S S/MKT,20.06,2019-04-15,Monday,Groceries,,
md_03311,moneydata_user,MONEYDATA,,moneydata,BRONTOSAURUS VEGAN,14.72,2019-04-15,Monday,Dining Out,,
md_03312,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,6.7,2019-04-15,Monday,Clothing,,
md_03313,moneydata_user,MONEYDATA,,moneydata,KLM UK  074341,304.9,2019-04-15,Monday,Travel,,
md_03314,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,250.0,2019-04-15,Monday,Other,,
md_03315,moneydata_user,MONEYDATA,,moneydata,LOYD LOYD 802 OXFO,40.0,2019-04-15,Monday,Other,,
md_03316,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.12,2019-12-04,Wednesday,Savings,,
md_03317,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,14.88,2019-11-04,Monday,Household Supplies,,
md_03318,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.36,2019-11-04,Monday,Savings,,
md_03319,moneydata_user,MONEYDATA,,moneydata,EASYJET   000EWX,85.64,2019-10-04,Friday,Travel,,
md_03320,moneydata_user,MONEYDATA,,moneydata,EXPEDIA 7425718119,3.0,2019-10-04,Friday,Travel,,
md_03321,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,40.0,2019-10-04,Friday,Other,,
md_03322,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,40.0,2019-09-04,Wednesday,Other,,
md_03323,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.13,2019-09-04,Wednesday,Savings,,
md_03324,moneydata_user,MONEYDATA,,moneydata,THE GYM LTD,29.99,2019-08-04,Sunday,Entertainment,,
md_03325,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,15.66,2019-08-04,Sunday,Household Supplies,,
md_03326,moneydata_user,MONEYDATA,,moneydata,BRONTOSAURUS VEGAN,19.02,2019-08-04,Sunday,Dining Out,,
md_03327,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,7.2,2019-08-04,Sunday,Clothing,,
md_03328,moneydata_user,MONEYDATA,,moneydata,LV LIFE,37.12,2019-08-04,Sunday,Insurance,,
md_03329,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.01,2019-08-04,Sunday,Savings,,
md_03330,moneydata_user,MONEYDATA,,moneydata,LNK M&S SWANSEA,50.0,2019-05-04,Saturday,Other,,
md_03331,moneydata_user,MONEYDATA,,moneydata,THE GYM LTD,7.99,2019-05-04,Saturday,Entertainment,,
md_03332,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.19,2019-05-04,Saturday,Savings,,
md_03333,moneydata_user,MONEYDATA,,moneydata,WWW.III.CO.UK DE,5000.0,2019-04-04,Thursday,Savings,,
md_03334,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,5.81,2019-04-04,Thursday,Household Supplies,,
md_03335,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.23,2019-04-04,Thursday,Savings,,
md_03336,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,24.28,2019-03-04,Monday,Household Supplies,,
md_03337,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*MZ275,10.49,2019-03-04,Monday,Household Supplies,,
md_03338,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,40.0,2019-03-04,Monday,Other,,
md_03339,moneydata_user,MONEYDATA,,moneydata,ASSURANT INTER LTD,21.15,2019-03-04,Monday,Insurance,,
md_03340,moneydata_user,MONEYDATA,,moneydata,CLUB LLOYDS FEE,3.0,2019-02-04,Monday,Utilities,,
md_03341,moneydata_user,MONEYDATA,,moneydata,ZURICH,20.69,2019-02-04,Monday,Insurance,,
md_03342,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.47,2019-02-04,Monday,Savings,,
md_03343,moneydata_user,MONEYDATA,,moneydata,BRONTOSAURUS VEGAN,16.62,2019-01-04,Friday,Dining Out,,
md_03344,moneydata_user,MONEYDATA,,moneydata,POST OFFICE COUNTE,12.76,2019-01-04,Friday,Other,,
md_03345,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,7.1,2019-01-04,Friday,Clothing,,
md_03346,moneydata_user,MONEYDATA,,moneydata,PAYPAL *JAKUBSTADT,81.05,2019-01-04,Friday,Other,,
md_03347,moneydata_user,MONEYDATA,,moneydata,PRINCIPALITY BS,957.26,2019-01-04,Friday,Rent / Mortgage,,
md_03348,moneydata_user,MONEYDATA,,moneydata,CC SWANSEA C.TAX,145.69,2019-01-04,Friday,Utilities,,
md_03349,moneydata_user,MONEYDATA,,moneydata,GOOD ENERGY LTD,97.0,2019-01-04,Friday,Utilities,,
md_03350,moneydata_user,MONEYDATA,,moneydata,DWR CYMRU W WATER,32.5,2019-01-04,Friday,Utilities,,
md_03351,moneydata_user,MONEYDATA,,moneydata,ESAVINGS ACCOUNT,300.0,2019-01-04,Friday,Savings,,
md_03352,moneydata_user,MONEYDATA,,moneydata,LNK 1 UNION STREET,40.0,2019-01-04,Friday,Other,,
md_03353,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,40.0,2019-03-29,Friday,Other,,
md_03354,moneydata_user,MONEYDATA,,moneydata,UCU B ACCOUNT,24.26,2019-03-29,Friday,Other,,
md_03355,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.5,2019-03-29,Friday,Savings,,
md_03356,moneydata_user,MONEYDATA,,moneydata,AMZN MKTP UK*MZ4YK,2.5,2019-03-28,Thursday,Household Supplies,,
md_03357,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.7,2019-03-27,Wednesday,Savings,,
md_03358,moneydata_user,MONEYDATA,,moneydata,SAINSBURY'S S/MKT,29.3,2019-03-26,Tuesday,Groceries,,
md_03359,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.41,2019-03-26,Tuesday,Savings,,
md_03360,moneydata_user,MONEYDATA,,moneydata,ZINCO LOUNGE,14.75,2019-03-25,Monday,Dining Out,,
md_03361,moneydata_user,MONEYDATA,,moneydata,BRONTOSAURUS VEGAN,15.05,2019-03-25,Monday,Dining Out,,
md_03362,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,10.8,2019-03-25,Monday,Clothing,,
md_03363,moneydata_user,MONEYDATA,,moneydata,AUDIBLE.CO.UK,7.99,2019-03-25,Monday,Entertainment,,
md_03364,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,50.0,2019-03-25,Monday,Other,,
md_03365,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.69,2019-03-25,Monday,Savings,,
md_03366,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,30.0,2019-03-22,Friday,Other,,
md_03367,moneydata_user,MONEYDATA,,moneydata,CORGI HOMEPLAN,14.75,2019-03-22,Friday,Home Improvement,,
md_03368,moneydata_user,MONEYDATA,,moneydata,NON-GBP PURCH FEE,0.5,2019-03-22,Friday,Other,,
md_03369,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,6.64,2019-03-22,Friday,Other,,
md_03370,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.56,2019-03-22,Friday,Savings,,
md_03371,moneydata_user,MONEYDATA,,moneydata,AMZN MKTP UK*MW55R,17.7,2019-03-21,Thursday,Household Supplies,,
md_03372,moneydata_user,MONEYDATA,,moneydata,KLM UK  074341,443.74,2019-03-21,Thursday,Travel,,
md_03373,moneydata_user,MONEYDATA,,moneydata,VIRGIN MEDIA PYMTS,29.0,2019-03-21,Thursday,Utilities,,
md_03374,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.97,2019-03-21,Thursday,Savings,,
md_03375,moneydata_user,MONEYDATA,,moneydata,AMZN MKTP UK*MW0N1,9.03,2019-03-20,Wednesday,Household Supplies,,
md_03376,moneydata_user,MONEYDATA,,moneydata,EXPEDIA 7420654555,3.0,2019-03-20,Wednesday,Travel,,
md_03377,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.86,2019-03-20,Wednesday,Savings,,
md_03378,moneydata_user,MONEYDATA,,moneydata,AMZN MKTP UK*MW1XF,6.14,2019-03-19,Tuesday,Household Supplies,,
md_03379,moneydata_user,MONEYDATA,,moneydata,LNK FABIAN WAY,50.0,2019-03-19,Tuesday,Other,,
md_03380,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.3,2019-03-19,Tuesday,Savings,,
md_03381,moneydata_user,MONEYDATA,,moneydata,THE BIKE HUB,20.0,2019-03-18,Monday,Clothing,,
md_03382,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,4.7,2019-03-18,Monday,Clothing,,
md_03383,moneydata_user,MONEYDATA,,moneydata,O2,17.95,2019-03-18,Monday,Clothing,,
md_03384,moneydata_user,MONEYDATA,,moneydata,LNK M&S SWANSEA,40.0,2019-03-18,Monday,Other,,
md_03385,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,40.0,2019-03-15,Friday,Other,,
md_03386,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.5,2019-03-14,Thursday,Savings,,
md_03387,moneydata_user,MONEYDATA,,moneydata,AMZN MKTP UK*MW1F6,15.9,2019-03-13,Wednesday,Household Supplies,,
md_03388,moneydata_user,MONEYDATA,,moneydata,TESCO STORES 4628,6.6,2019-03-13,Wednesday,Groceries,,
md_03389,moneydata_user,MONEYDATA,,moneydata,LNK TESCO FABIAN W,40.0,2019-12-03,Tuesday,Other,,
md_03390,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.67,2019-12-03,Tuesday,Savings,,
md_03391,moneydata_user,MONEYDATA,,moneydata,BRONTOSAURUS VEGAN,33.72,2019-11-03,Sunday,Dining Out,,
md_03392,moneydata_user,MONEYDATA,,moneydata,MARKS&SPENCER PLC,5.0,2019-11-03,Sunday,Clothing,,
md_03393,moneydata_user,MONEYDATA,,moneydata,AMAZON PRIME*MW23K,79.0,2019-11-03,Sunday,Household Supplies,,
md_03394,moneydata_user,MONEYDATA,,moneydata,AMZN MKTP UK*MW6U6,7.61,2019-11-03,Sunday,Household Supplies,,
md_03395,moneydata_user,MONEYDATA,,moneydata,LNK FABIAN WAY,50.0,2019-08-03,Saturday,Other,,
md_03396,moneydata_user,MONEYDATA,,moneydata,LV LIFE,37.12,2019-08-03,Saturday,Insurance,,
md_03397,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.99,2019-08-03,Saturday,Savings,,
