transaction_id,user_id,newid,diary_newid,survey_source,payee,amount,date,day_of_week,category,family_size,has_children
md_00936,moneydata_user,MONEYDATA,,moneydata,ANTIGONI ABRAHMS,6.0,2021-10-28,Thursday,Entertainment,,
md_00937,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,13.57,2021-10-28,Thursday,Groceries,,
md_00938,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.16,2021-10-28,Thursday,Savings,,
md_00939,moneydata_user,MONEYDATA,,moneydata,TAMBA TAM,10.0,2021-10-27,Wednesday,Other,,
md_00940,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-10-27,Wednesday,Dining Out,,
md_00941,moneydata_user,MONEYDATA,,moneydata,ATRIUM JUBILEE 1,1.65,2021-10-27,Wednesday,Dining Out,,
md_00942,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,350.0,2021-10-26,Tuesday,Savings,,
md_00943,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.54,2021-10-26,Tuesday,Savings,,
md_00944,moneydata_user,MONEYDATA,,moneydata,REVOLUTION DE CUBA,9.75,2021-10-25,Monday,Dining Out,,
md_00945,moneydata_user,MONEYDATA,,moneydata,CARTWHEEL COFFEE L,6.71,2021-10-25,Monday,Dining Out,,
md_00946,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.81,2021-10-25,Monday,Savings,,
md_00947,moneydata_user,MONEYDATA,,moneydata,PRICKLY PEAR,91.5,2021-10-25,Monday,Dining Out,,
md_00948,moneydata_user,MONEYDATA,,moneydata,ORIENTAL MART HYDR,8.33,2021-10-25,Monday,Groceries,,
md_00949,moneydata_user,MONEYDATA,,moneydata,AUDIBLE UK,7.99,2021-10-25,Monday,Entertainment,,
md_00950,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,21.18,2021-10-25,Monday,Groceries,,
md_00951,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-10-22,Friday,Dining Out,,
md_00952,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,400.0,2021-10-22,Friday,Savings,,
md_00953,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.97,2021-10-22,Friday,Savings,,
md_00954,moneydata_user,MONEYDATA,,moneydata,ANTIGONI ABRAHMS,6.0,2021-10-21,Thursday,Entertainment,,
md_00955,moneydata_user,MONEYDATA,,moneydata,SAINSBURYS S/MKTS,29.3,2021-10-21,Thursday,Groceries,,
md_00956,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,25.73,2021-10-21,Thursday,Household Supplies,,
md_00957,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.81,2021-10-21,Thursday,Savings,,
md_00958,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-10-20,Wednesday,Dining Out,,
md_00959,moneydata_user,MONEYDATA,,moneydata,TAMBA TAM,10.0,2021-10-20,Wednesday,Other,,
md_00960,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.71,2021-10-20,Wednesday,Savings,,
md_00961,moneydata_user,MONEYDATA,,moneydata,SP * HOMEDETAIL-UK,239.0,2021-10-19,Tuesday,Home Improvement,,
md_00962,moneydata_user,MONEYDATA,,moneydata,NON-GBP PURCH FEE,0.5,2021-10-19,Tuesday,Other,,
md_00963,moneydata_user,MONEYDATA,,moneydata,NON-GBP TRANS FEE,0.54,2021-10-19,Tuesday,Other,,
md_00964,moneydata_user,MONEYDATA,,moneydata,EB 2021 IEEE CONFE,18.29,2021-10-19,Tuesday,Travel,,
md_00965,moneydata_user,MONEYDATA,,moneydata,LNK NOTTINGHAM UNI,40.0,2021-10-19,Tuesday,Other,,
md_00966,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,200.0,2021-10-19,Tuesday,Savings,,
md_00967,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.42,2021-10-19,Tuesday,Savings,,
md_00968,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,15.49,2021-10-18,Monday,Household Supplies,,
md_00969,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,9.99,2021-10-18,Monday,Household Supplies,,
md_00970,moneydata_user,MONEYDATA,,moneydata,REVOLUTION DE CUBA,8.75,2021-10-18,Monday,Dining Out,,
md_00971,moneydata_user,MONEYDATA,,moneydata,CAFFE NERO NOTTING,3.35,2021-10-18,Monday,Dining Out,,
md_00972,moneydata_user,MONEYDATA,,moneydata,GREGGS PLC,2.0,2021-10-18,Monday,Dining Out,,
md_00973,moneydata_user,MONEYDATA,,moneydata,VIRGIN MEDIA PYMTS,25.5,2021-10-18,Monday,Utilities,,
md_00974,moneydata_user,MONEYDATA,,moneydata,O2,16.66,2021-10-18,Monday,Clothing,,
md_00975,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,3.19,2021-10-18,Monday,Savings,,
md_00976,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,8.87,2021-10-18,Monday,Groceries,,
md_00977,moneydata_user,MONEYDATA,,moneydata,ATRIUM JUBILEE 1,2.65,2021-10-18,Monday,Dining Out,,
md_00978,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-10-15,Friday,Dining Out,,
md_00979,moneydata_user,MONEYDATA,,moneydata,SOUTHBANK BAR,5.6,2021-10-15,Friday,Dining Out,,
md_00980,moneydata_user,MONEYDATA,,moneydata,ATRIUM JUBILEE 1,4.25,2021-10-15,Friday,Dining Out,,
md_00981,moneydata_user,MONEYDATA,,moneydata,TESCO STORES 6735,2.25,2021-10-15,Friday,Groceries,,
md_00982,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.51,2021-10-15,Friday,Savings,,
md_00983,moneydata_user,MONEYDATA,,moneydata,ANTIGONI ABRAHMS,6.0,2021-10-14,Thursday,Entertainment,,
md_00984,moneydata_user,MONEYDATA,,moneydata,HPI INSTANT INK UK,3.49,2021-10-14,Thursday,Clothing,,
md_00985,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.77,2021-10-14,Thursday,Savings,,
md_00986,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,35.04,2021-10-13,Wednesday,Household Supplies,,
md_00987,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-10-13,Wednesday,Dining Out,,
md_00988,moneydata_user,MONEYDATA,,moneydata,MR J LITCHFIELD,481.0,2021-10-13,Wednesday,Other,,
md_00989,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.03,2021-10-13,Wednesday,Savings,,
md_00990,moneydata_user,MONEYDATA,,moneydata,TAMBA TAM,10.0,2021-12-10,Friday,Other,,
md_00991,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,5.97,2021-12-10,Friday,Groceries,,
md_00992,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.25,2021-12-10,Friday,Savings,,
md_00993,moneydata_user,MONEYDATA,,moneydata,REVOLUTION DE CUBA,8.75,2021-11-10,Wednesday,Dining Out,,
md_00994,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.99,2021-11-10,Wednesday,Savings,,
md_00995,moneydata_user,MONEYDATA,,moneydata,ORIENTAL MART HYDR,5.84,2021-11-10,Wednesday,Groceries,,
md_00996,moneydata_user,MONEYDATA,,moneydata,SUPERDRUG STORES P,3.9,2021-11-10,Wednesday,Clothing,,
md_00997,moneydata_user,MONEYDATA,,moneydata,HARTLEYS SANDWICH,2.95,2021-11-10,Wednesday,Dining Out,,
md_00998,moneydata_user,MONEYDATA,,moneydata,PRICKLY PEAR,12.5,2021-11-10,Wednesday,Dining Out,,
md_00999,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,7.69,2021-11-10,Wednesday,Groceries,,
md_01000,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*8T0UU,1.19,2021-08-10,Tuesday,Household Supplies,,
md_01001,moneydata_user,MONEYDATA,,moneydata,31K,12.0,2021-08-10,Tuesday,Dining Out,,
md_01002,moneydata_user,MONEYDATA,,moneydata,STARBUCKS,7.4,2021-08-10,Tuesday,Dining Out,,
md_01003,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.89,2021-08-10,Tuesday,Dining Out,,
md_01004,moneydata_user,MONEYDATA,,moneydata,ATRIUM JUBILEE 1,2.65,2021-08-10,Tuesday,Dining Out,,
md_01005,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.3,2021-08-10,Tuesday,Savings,,
md_01006,moneydata_user,MONEYDATA,,moneydata,ANTIGONI ABRAHMS,6.0,2021-07-10,Saturday,Entertainment,,
md_01007,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,19.99,2021-07-10,Saturday,Household Supplies,,
md_01008,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,11.11,2021-07-10,Saturday,Groceries,,
md_01009,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,6.5,2021-07-10,Saturday,Household Supplies,,
md_01010,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,5.1,2021-07-10,Saturday,Household Supplies,,
md_01011,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.81,2021-07-10,Saturday,Savings,,
md_01012,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-06-10,Thursday,Dining Out,,
md_01013,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.36,2021-06-10,Thursday,Savings,,
md_01014,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,23.99,2021-05-10,Monday,Household Supplies,,
md_01015,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,12.65,2021-05-10,Monday,Groceries,,
md_01016,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.72,2021-05-10,Monday,Savings,,
md_01017,moneydata_user,MONEYDATA,,moneydata,CLUB LLOYDS FEE,3.0,2021-04-10,Saturday,Utilities,,
md_01018,moneydata_user,MONEYDATA,,moneydata,THE SPECIALITY COF,22.2,2021-04-10,Saturday,Dining Out,,
md_01019,moneydata_user,MONEYDATA,,moneydata,ORIENTAL MART HYDR,12.08,2021-04-10,Saturday,Groceries,,
md_01020,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.02,2021-04-10,Saturday,Savings,,
md_01021,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,22.84,2021-04-10,Saturday,Household Supplies,,
md_01022,moneydata_user,MONEYDATA,,moneydata,SUMUP  *TODO LATIN,12.5,2021-04-10,Saturday,Entertainment,,
md_01023,moneydata_user,MONEYDATA,,moneydata,U CANTEEN,10.5,2021-04-10,Saturday,Dining Out,,
md_01024,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,500.0,2021-04-10,Saturday,Savings,,
md_01025,moneydata_user,MONEYDATA,,moneydata,EB *SPEED DATING O,22.15,2021-01-10,Sunday,Entertainment,,
md_01026,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,8.99,2021-01-10,Sunday,Household Supplies,,
md_01027,moneydata_user,MONEYDATA,,moneydata,BARCLAYS UK MTGES,981.71,2021-01-10,Sunday,Utilities,,
md_01028,moneydata_user,MONEYDATA,,moneydata,NOTTM CITY COUNC,157.0,2021-01-10,Sunday,Utilities,,
md_01029,moneydata_user,MONEYDATA,,moneydata,OCTOPUS ENERGY,90.0,2021-01-10,Sunday,Utilities,,
md_01030,moneydata_user,MONEYDATA,,moneydata,SEVERN TRENT WATER,35.32,2021-01-10,Sunday,Utilities,,
md_01031,moneydata_user,MONEYDATA,,moneydata,ESAVINGS ACCOUNT,300.0,2021-01-10,Sunday,Savings,,
md_01032,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.15,2021-01-10,Sunday,Savings,,
md_01033,moneydata_user,MONEYDATA,,moneydata,ANTIGONI ABRAHMS,6.0,2021-09-30,Thursday,Entertainment,,
md_01034,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,95.99,2021-09-30,Thursday,Household Supplies,,
md_01035,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,16.86,2021-09-30,Thursday,Groceries,,
md_01036,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.81,2021-09-30,Thursday,Savings,,
md_01037,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-09-29,Wednesday,Dining Out,,
md_01038,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,1500.0,2021-09-29,Wednesday,Savings,,
md_01039,moneydata_user,MONEYDATA,,moneydata,TAMBA TAM,10.0,2021-09-29,Wednesday,Other,,
md_01040,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.23,2021-09-29,Wednesday,Savings,,
md_01041,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,47.77,2021-09-28,Tuesday,Household Supplies,,
md_01042,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.28,2021-09-28,Tuesday,Savings,,
md_01043,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*CM96E,22.27,2021-09-27,Monday,Household Supplies,,
md_01044,moneydata_user,MONEYDATA,,moneydata,REVOLUTION DE CUBA,5.45,2021-09-27,Monday,Dining Out,,
md_01045,moneydata_user,MONEYDATA,,moneydata,CAFFE NERO NOTTING,10.0,2021-09-27,Monday,Dining Out,,
md_01046,moneydata_user,MONEYDATA,,moneydata,TALKTALK LIMITED,21.0,2021-09-27,Monday,Utilities,,
md_01047,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,3.22,2021-09-27,Monday,Savings,,
md_01048,moneydata_user,MONEYDATA,,moneydata,IKEA LTD SHOP ONLI,110.0,2021-09-27,Monday,Clothing,,
md_01049,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,18.99,2021-09-27,Monday,Household Supplies,,
md_01050,moneydata_user,MONEYDATA,,moneydata,ORIENTAL MART HYDR,13.04,2021-09-27,Monday,Groceries,,
md_01051,moneydata_user,MONEYDATA,,moneydata,IZ *BELLAPAELLA,7.0,2021-09-27,Monday,Dining Out,,
md_01052,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,6.32,2021-09-27,Monday,Groceries,,
md_01053,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,4.57,2021-09-27,Monday,Groceries,,
md_01054,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,3.82,2021-09-27,Monday,Household Supplies,,
md_01055,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,400.0,2021-09-27,Monday,Savings,,
md_01056,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,9.86,2021-09-24,Friday,Groceries,,
md_01057,moneydata_user,MONEYDATA,,moneydata,AUDIBLE UK,7.99,2021-09-24,Friday,Entertainment,,
md_01058,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-09-24,Friday,Dining Out,,
md_01059,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.65,2021-09-22,Wednesday,Savings,,
md_01060,moneydata_user,MONEYDATA,,moneydata,TAMBA TAM,10.0,2021-09-21,Tuesday,Other,,
md_01061,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,7.16,2021-09-21,Tuesday,Groceries,,
md_01062,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-09-21,Tuesday,Dining Out,,
md_01063,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,400.0,2021-09-21,Tuesday,Savings,,
md_01064,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.6,2021-09-21,Tuesday,Savings,,
md_01065,moneydata_user,MONEYDATA,,moneydata,ESCOBAR,21.4,2021-09-20,Monday,Dining Out,,
md_01066,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.11,2021-09-20,Monday,Savings,,
md_01067,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,6.99,2021-09-20,Monday,Household Supplies,,
md_01068,moneydata_user,MONEYDATA,,moneydata,ORIENTAL MART HYDR,6.94,2021-09-20,Monday,Groceries,,
md_01069,moneydata_user,MONEYDATA,,moneydata,TESCO STORE 2960,3.1,2021-09-20,Monday,Groceries,,
md_01070,moneydata_user,MONEYDATA,,moneydata,T K MAXX,2.99,2021-09-20,Monday,Clothing,,
md_01071,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,400.0,2021-09-20,Monday,Savings,,
md_01072,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,9.99,2021-09-20,Monday,Household Supplies,,
md_01073,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.89,2021-09-17,Friday,Dining Out,,
md_01074,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,3.99,2021-09-17,Friday,Dining Out,,
md_01075,moneydata_user,MONEYDATA,,moneydata,VIRGIN MEDIA PYMTS,25.5,2021-09-17,Friday,Utilities,,
md_01076,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.13,2021-09-17,Friday,Savings,,
md_01077,moneydata_user,MONEYDATA,,moneydata,ANTIGONI ABRAHMS,6.0,2021-09-16,Thursday,Entertainment,,
md_01078,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,11.99,2021-09-16,Thursday,Household Supplies,,
md_01079,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,9.49,2021-09-16,Thursday,Groceries,,
md_01080,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE AMAZO,6.39,2021-09-16,Thursday,Household Supplies,,
md_01081,moneydata_user,MONEYDATA,,moneydata,O2,16.66,2021-09-16,Thursday,Clothing,,
md_01082,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.81,2021-09-16,Thursday,Savings,,
md_01083,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.19,2021-09-15,Wednesday,Dining Out,,
md_01084,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.56,2021-09-15,Wednesday,Savings,,
md_01085,moneydata_user,MONEYDATA,,moneydata,TAMBA TAM,10.0,2021-09-14,Tuesday,Other,,
md_01086,moneydata_user,MONEYDATA,,moneydata,HPI INSTANT INK UK,3.49,2021-09-14,Tuesday,Clothing,,
md_01087,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,14.99,2021-09-14,Tuesday,Household Supplies,,
md_01088,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,7.96,2021-09-14,Tuesday,Groceries,,
md_01089,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.2,2021-09-14,Tuesday,Savings,,
md_01090,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE AMAZO,15.9,2021-09-13,Monday,Household Supplies,,
md_01091,moneydata_user,MONEYDATA,,moneydata,CAFE CHHINO,7.95,2021-09-13,Monday,Dining Out,,
md_01092,moneydata_user,MONEYDATA,,moneydata,REVOLUTION DE CUBA,5.5,2021-09-13,Monday,Dining Out,,
md_01093,moneydata_user,MONEYDATA,,moneydata,REVOLUTION DE CUBA,5.45,2021-09-13,Monday,Dining Out,,
md_01094,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.38,2021-09-13,Monday,Savings,,
md_01095,moneydata_user,MONEYDATA,,moneydata,ORIENTAL MART HYDR,6.75,2021-09-13,Monday,Groceries,,
md_01096,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,8.3,2021-09-13,Monday,Groceries,,
md_01097,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,14.68,2021-10-09,Saturday,Groceries,,
md_01098,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.89,2021-10-09,Saturday,Dining Out,,
md_01099,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.12,2021-10-09,Saturday,Savings,,
md_01100,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,10.99,2021-09-09,Thursday,Household Supplies,,
md_01101,moneydata_user,MONEYDATA,,moneydata,IKEA LTD SHOP ONLI,55.0,2021-09-09,Thursday,Clothing,,
md_01102,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,14.89,2021-09-09,Thursday,Household Supplies,,
md_01103,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.02,2021-09-09,Thursday,Savings,,
md_01104,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,5.99,2021-08-09,Monday,Dining Out,,
md_01105,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,3.99,2021-08-09,Monday,Household Supplies,,
md_01106,moneydata_user,MONEYDATA,,moneydata,MR J LITCHFIELD,544.84,2021-08-09,Monday,Other,,
md_01107,moneydata_user,MONEYDATA,,moneydata,TAMBA TAM,10.0,2021-08-09,Monday,Other,,
md_01108,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.46,2021-08-09,Monday,Savings,,
md_01109,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,9.54,2021-07-09,Friday,Groceries,,
md_01110,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.65,2021-07-09,Friday,Savings,,
md_01111,moneydata_user,MONEYDATA,,moneydata,SUMUP  *TODO LATIN,15.0,2021-06-09,Wednesday,Entertainment,,
md_01112,moneydata_user,MONEYDATA,,moneydata,REVOLUTION DE CUBA,5.35,2021-06-09,Wednesday,Dining Out,,
md_01113,moneydata_user,MONEYDATA,,moneydata,PURE GYM LTD,19.99,2021-06-09,Wednesday,Entertainment,,
md_01114,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.8,2021-06-09,Wednesday,Savings,,
md_01115,moneydata_user,MONEYDATA,,moneydata,ORIENTAL MART HYDR,6.99,2021-06-09,Wednesday,Groceries,,
md_01116,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*RJ1R7,32.21,2021-06-09,Wednesday,Household Supplies,,
md_01117,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,7.96,2021-06-09,Wednesday,Groceries,,
md_01118,moneydata_user,MONEYDATA,,moneydata,NO. TWELVE,66.53,2021-03-09,Tuesday,Dining Out,,
md_01119,moneydata_user,MONEYDATA,,moneydata,LIDL GB NOTTINGHAM,9.02,2021-03-09,Tuesday,Groceries,,
md_01120,moneydata_user,MONEYDATA,,moneydata,SUBWAY 32610 MIDLA,6.49,2021-03-09,Tuesday,Dining Out,,
md_01121,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.46,2021-03-09,Tuesday,Savings,,
md_01122,moneydata_user,MONEYDATA,,moneydata,ANTIGONI ABRAHMS,6.0,2021-02-09,Tuesday,Entertainment,,
md_01123,moneydata_user,MONEYDATA,,moneydata,CLUB LLOYDS FEE,3.0,2021-02-09,Tuesday,Utilities,,
md_01124,moneydata_user,MONEYDATA,,moneydata,SUMUP  *TODO LATIN,15.0,2021-02-09,Tuesday,Entertainment,,
md_01125,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,8.99,2021-02-09,Tuesday,Household Supplies,,
md_01126,moneydata_user,MONEYDATA,,moneydata,REVOLUTION DE CUBA,4.55,2021-02-09,Tuesday,Dining Out,,
md_01127,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.15,2021-02-09,Tuesday,Savings,,
md_01128,moneydata_user,MONEYDATA,,moneydata,LNK TESCO HK R NOT,30.0,2021-01-09,Saturday,Other,,
md_01129,moneydata_user,MONEYDATA,,moneydata,SHARIF AND SONS SU,23.88,2021-01-09,Saturday,Groceries,,
md_01130,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*XS1VA,11.97,2021-01-09,Saturday,Household Supplies,,
md_01131,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,500.0,2021-01-09,Saturday,Savings,,
md_01132,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,100.0,2021-01-09,Saturday,Savings,,
md_01133,moneydata_user,MONEYDATA,,moneydata,BARCLAYS UK MTGES,981.71,2021-01-09,Saturday,Utilities,,
md_01134,moneydata_user,MONEYDATA,,moneydata,NOTTM CITY COUNC,157.0,2021-01-09,Saturday,Utilities,,
md_01135,moneydata_user,MONEYDATA,,moneydata,OCTOPUS ENERGY,90.0,2021-01-09,Saturday,Utilities,,
md_01136,moneydata_user,MONEYDATA,,moneydata,SEVERN TRENT WATER,35.32,2021-01-09,Saturday,Utilities,,
md_01137,moneydata_user,MONEYDATA,,moneydata,ESAVINGS ACCOUNT,300.0,2021-01-09,Saturday,Savings,,
md_01138,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,1.4,2021-08-31,Tuesday,Savings,,
md_01139,moneydata_user,MONEYDATA,,moneydata,SAINSBURYS S/MKTS,34.18,2021-08-31,Tuesday,Groceries,,
md_01140,moneydata_user,MONEYDATA,,moneydata,ANATOLIA TURKISH R,12.0,2021-08-31,Tuesday,Dining Out,,
md_01141,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,13.42,2021-08-31,Tuesday,Groceries,,
md_01142,moneydata_user,MONEYDATA,,moneydata,LNK TESCO HK R NOT,40.0,2021-08-27,Friday,Other,,
md_01143,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,1500.0,2021-08-27,Friday,Savings,,
md_01144,moneydata_user,MONEYDATA,,moneydata,TALKTALK LIMITED,21.0,2021-08-27,Friday,Utilities,,
md_01145,moneydata_user,MONEYDATA,,moneydata,ANTIGONI ABRAHMS,6.0,2021-08-26,Thursday,Entertainment,,
md_01146,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.81,2021-08-26,Thursday,Savings,,
md_01147,moneydata_user,MONEYDATA,,moneydata,T4 TEA SALOON,14.2,2021-08-25,Wednesday,Dining Out,,
md_01148,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,9.99,2021-08-25,Wednesday,Household Supplies,,
md_01149,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,300.0,2021-08-25,Wednesday,Savings,,
md_01150,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.06,2021-08-25,Wednesday,Savings,,
md_01151,moneydata_user,MONEYDATA,,moneydata,TAMBA TAM,10.0,2021-08-24,Tuesday,Other,,
md_01152,moneydata_user,MONEYDATA,,moneydata,AMZNMKTPLACE,18.95,2021-08-24,Tuesday,Household Supplies,,
md_01153,moneydata_user,MONEYDATA,,moneydata,AUDIBLE UK,7.99,2021-08-24,Tuesday,Entertainment,,
md_01154,moneydata_user,MONEYDATA,,moneydata,TRADING212UK,300.0,2021-08-24,Tuesday,Savings,,
md_01155,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,0.21,2021-08-24,Tuesday,Savings,,
md_01156,moneydata_user,MONEYDATA,,moneydata,LIDL GB  NOTTINGHA,15.79,2021-08-23,Monday,Groceries,,
md_01157,moneydata_user,MONEYDATA,,moneydata,AMAZON.CO.UK*I0899,12.0,2021-08-23,Monday,Household Supplies,,
md_01158,moneydata_user,MONEYDATA,,moneydata,SAVE THE CHANGE,2.54,2021-08-23,Monday,Savings,,
md_01159,moneydata_user,MONEYDATA,,moneydata,T K MAXX,21.94,2021-08-23,Monday,Clothing,,
